dim1,dim2,dim3,dim4,dim5,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Full Year
"Price per Litre","North America","Glitterade","Retail","Actual",3.1413695,3.1413695,3.1413695,3.1413695,3.1413695,3.1413695,3.1413695,3.1413695,3.1413695,3.1413695,3.1413695,3.1413695,37.6964340
"Sales Revenue","North America","Glitterade","Retail","Actual",79202.1275874,83162.2339668,87320.3456651,59401.5956905,64153.7233458,69286.0212135,74828.9029105,80815.2151434,51481.3829318,61777.6595182,74133.1914218,88959.8297062,874522.2291009
"Standard Cost per Litre","North America","Glitterade","Retail","Actual",1.7533071,1.7533071,1.7533071,1.7533071,1.7533071,1.7533071,1.7533071,1.7533071,1.7533071,1.7533071,1.7533071,1.7533071,21.0396855
"Manufacturing Cost","North America","Glitterade","Retail","Actual",44205.4506509,46415.7231835,48736.5093427,33154.0879882,35806.4150273,38670.9282294,41764.6024878,45105.7706868,28733.5429231,34480.2515077,41376.3018093,49651.5621711,488101.1460078
"Gross Margin","North America","Glitterade","Retail","Actual",34996.6769365,36746.5107833,38583.8363225,26247.5077023,28347.3083185,30615.0929840,33064.3004227,35709.4444566,22747.8400087,27297.4080104,32756.8896125,39308.2675350,386421.0830931
"GM %","North America","Glitterade","Retail","Actual",0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654,0.4418654
"Average Price","North America","Glitterade","Retail","Actual",1.5706847,1.5706847,1.5706847,1.5706847,1.5706847,1.5706847,1.5706847,1.5706847,1.5706847,1.5706847,1.5706847,1.5706847,18.8482170
"Volume Litres","USA","Glitterade","Retail","Actual",25212.6111303,26473.2416868,27796.9037711,18909.4583477,20422.2150155,22055.9922167,23820.4715941,25726.1093216,16388.1972347,19665.8366816,23599.0040179,28318.8048215,278388.8458394
"Price per Litre","USA","Glitterade","Retail","Actual",1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,1.7261292,20.7135499
"Sales Revenue","USA","Glitterade","Retail","Actual",43520.2232717,45696.2344352,47981.0461570,32640.1674537,35251.3808500,38071.4913181,41117.2106235,44406.5874734,28288.1451266,33945.7741519,40734.9289823,48881.9147787,480535.1046221
"Standard Cost per Litre","USA","Glitterade","Retail","Actual",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,11.0965446
"Manufacturing Cost","USA","Glitterade","Retail","Actual",23314.4053241,24480.1255903,25704.1318698,17485.8039931,18884.6683125,20395.4417775,22027.0771197,23789.2432893,15154.3634607,18185.2361528,21822.2833834,26186.7400600,257429.5203333
"Gross Margin","USA","Glitterade","Retail","Actual",20205.8179476,21216.1088449,22276.9142872,15154.3634607,16366.7125375,17676.0495405,19090.1335038,20617.3441841,13133.7816659,15760.5379991,18912.6455989,22695.1747187,223105.5842889
"GM %","USA","Glitterade","Retail","Actual",0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857,0.4642857
"Volume Litres","Canada","Glitterade","Retail","Actual",25212.6111303,26473.2416868,27796.9037711,18909.4583477,20422.2150155,22055.9922167,23820.4715941,25726.1093216,16388.1972347,19665.8366816,23599.0040179,28318.8048215,278388.8458394
"Price per Litre","Canada","Glitterade","Retail","Actual",1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,1.5794082,18.9528986
"Sales Revenue","Canada","Glitterade","Retail","Actual",39821.0052164,41812.0554772,43902.6582510,29865.7539123,32255.0142252,34835.4153633,37622.2485923,40632.0284797,25883.6533906,31060.3840688,37272.4608825,44726.9530590,439689.6309183
"Standard Cost per Litre","Canada","Glitterade","Retail","Actual",0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,0.9247121,11.0965452
"Manufacturing Cost","Canada","Glitterade","Retail","Actual",23314.4065847,24480.1269140,25704.1332597,17485.8049386,18884.6693336,20395.4428803,22027.0783108,23789.2445756,15154.3642801,18185.2371361,21822.2845633,26186.7414760,257429.5342527
"Gross Margin","Canada","Glitterade","Retail","Actual",16506.5986316,17331.9285632,18198.5249914,12379.9489737,13370.3448916,14439.9724829,15595.1702816,16842.7839041,10729.2891106,12875.1469327,15450.1763192,18540.2115830,182260.0966656
"GM %","Canada","Glitterade","Retail","Actual",0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199,0.4145199
"Volume Litres","Asia Pacific","Glitterade","Retail","Actual",56808.4074202,59648.8277912,62631.2691807,42606.3055651,46014.8100103,49695.9948112,53671.6743961,57965.4083477,36925.4648231,44310.5577877,53172.6693453,63807.2032143,627258.5926929
"Price per Litre","Asia Pacific","Glitterade","Retail","Actual",4.0489559,4.0489559,4.0489559,4.0489559,4.0489559,4.0489559,4.0489559,4.0489559,4.0489559,4.0489559,4.0489559,4.0489559,48.5874704
"Sales Revenue","Asia Pacific","Glitterade","Retail","Actual",76457.7590585,80280.6470115,84294.6793620,57343.3192939,61930.7848374,66885.2476244,72236.0674344,78014.9528291,49697.5433881,59637.0520657,71564.4624788,85877.3549746,844219.8703584
"Standard Cost per Litre","Asia Pacific","Glitterade","Retail","Actual",0.9764220,0.9764220,0.9764220,0.9764220,0.9764220,0.9764220,0.9764220,0.9764220,0.9764220,0.9764220,0.9764220,0.9764220,11.7170640
"Manufacturing Cost","Asia Pacific","Glitterade","Retail","Actual",19345.8466146,20313.1389454,21328.7958926,14509.3849610,15670.1357579,16923.7466185,18277.6463480,19739.8580558,12574.8002995,15089.7603594,18107.7124313,21729.2549176,213610.0812016
"Gross Margin","Asia Pacific","Glitterade","Retail","Actual",57111.9124439,59967.5080661,62965.8834694,42833.9343329,46260.6490796,49961.5010059,53958.4210864,58275.0947733,37122.7430885,44547.2917062,53456.7500475,64148.1000570,630609.7891569
"GM %","Asia Pacific","Glitterade","Retail","Actual",0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734,0.7469734
"Average Price","Asia Pacific","Glitterade","Retail","Actual",1.3458881,1.3458881,1.3458881,1.3458881,1.3458881,1.3458881,1.3458881,1.3458881,1.3458881,1.3458881,1.3458881,1.3458881,16.1506571
"Volume Litres","Singapore","Glitterade","Retail","Actual",16808.4074202,17648.8277912,18531.2691807,12606.3055651,13614.8100103,14703.9948112,15880.3143961,17150.7395477,10925.4648231,13110.5577877,15732.6693453,18879.2032143,185592.5638929
"Price per Litre","Singapore","Glitterade","Retail","Actual",2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,2.2439680,26.9276155
"Sales Revenue","Singapore","Glitterade","Retail","Actual",37717.5277095,39603.4040950,41583.5742997,28288.1457821,30551.1974447,32995.2932403,35634.9166995,38485.7100354,24516.3930112,29419.6716134,35303.6059361,42364.3271233,416463.7669900
"Standard Cost per Litre","Singapore","Glitterade","Retail","Actual",0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,0.0906218,1.0874614
"Manufacturing Cost","Singapore","Glitterade","Retail","Actual",1523.2078571,1599.3682500,1679.3366625,1142.4058928,1233.7983643,1332.5022334,1439.1024121,1554.2306050,990.0851071,1188.1021285,1425.7225542,1710.8670651,16818.7291321
"Gross Margin","Singapore","Glitterade","Retail","Actual",36194.3198524,38004.0358450,39904.2376373,27145.7398893,29317.3990804,31662.7910069,34195.8142874,36931.4794304,23526.3079040,28231.5694849,33877.8833818,40653.4600582,399645.0378580
"GM %","Singapore","Glitterade","Retail","Actual",0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154,0.9596154
"Volume Litres","Thailand","Glitterade","Retail","Actual",20000.0000000,21000.0000000,22050.0000000,15000.0000000,16200.0000000,17496.0000000,18895.6800000,20407.3344000,13000.0000000,15600.0000000,18720.0000000,22464.0000000,220833.0144000
"Price per Litre","Thailand","Glitterade","Retail","Actual",49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,49.6262134,595.5145602
"Sales Revenue","Thailand","Glitterade","Retail","Actual",992524.2670000,1042150.4803500,1094258.0043675,744393.2002500,803944.6562700,868260.2287716,937721.0470733,1012738.7308392,645140.7735500,774168.9282600,929002.7139120,1114803.2566944,10959106.2873380
"Standard Cost per Litre","Thailand","Glitterade","Retail","Actual",32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,32.7964540,393.5574485
"Manufacturing Cost","Thailand","Glitterade","Retail","Actual",655929.0808000,688725.5348400,723161.8115820,491946.8106000,531302.5554480,573806.7598838,619711.3006745,669288.2047285,426353.9025200,511624.6830240,613949.6196288,736739.5435546,7242539.8072843
"Gross Margin","Thailand","Glitterade","Retail","Actual",336595.1862000,353424.9455100,371096.1927855,252446.3896500,272642.1008220,294453.4688878,318009.7463988,343450.5261107,218786.8710300,262544.2452360,315053.0942832,378063.7131398,3716566.4800538
"GM %","Thailand","Glitterade","Retail","Actual",0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304,0.3391304
"Volume Litres","Australia","Glitterade","Retail","Actual",20000.0000000,21000.0000000,22050.0000000,15000.0000000,16200.0000000,17496.0000000,18895.6800000,20407.3344000,13000.0000000,15600.0000000,18720.0000000,22464.0000000,220833.0144000
"Price per Litre","Australia","Glitterade","Retail","Actual",1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,1.7754472,21.3053659
"Sales Revenue","Australia","Glitterade","Retail","Actual",35508.9432000,37284.3903600,39148.6098780,26631.7074000,28762.2439920,31063.2235114,33548.2813923,36232.1439037,23080.8130800,27696.9756960,33236.3708352,39883.6450022,392077.3482507
"Standard Cost per Litre","Australia","Glitterade","Retail","Actual",0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,0.0863065,1.0356775
"Manufacturing Cost","Australia","Glitterade","Retail","Actual",1726.1291930,1812.4356526,1903.0574353,1294.5968947,1398.1646463,1510.0178180,1630.8192435,1761.2847829,1121.9839754,1346.3807705,1615.6569246,1938.7883096,19059.3156464
"Gross Margin","Australia","Glitterade","Retail","Actual",33782.8140070,35471.9547074,37245.5524427,25337.1105053,27364.0793457,29553.2056933,31917.4621488,34470.8591207,21958.8291046,26350.5949255,31620.7139106,37944.8566927,373018.0326043
"GM %","Australia","Glitterade","Retail","Actual",0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889,0.9513889
"Volume Litres","Europe","Glitterade","Retail","Actual",40820.4180204,42861.4389214,45004.5108675,30615.3135153,33064.5385965,35709.7016843,38566.4778190,41651.7960445,26533.2717133,31839.9260559,38207.9112671,45849.4935205,450724.7980257
"Price per Litre","Europe","Glitterade","Retail","Actual",3.0971958,3.0971958,3.0971958,3.0971958,3.0971958,3.0971958,3.0971958,3.0971958,3.0971958,3.0971958,3.0971958,3.0971958,37.1663494
"Sales Revenue","Europe","Glitterade","Retail","Actual",64121.8078529,67327.8982455,70694.2931578,48091.3558896,51938.6643608,56093.7575097,60581.2581105,65427.7587593,41679.1751044,50015.0101252,60018.0121503,72021.6145803,708010.6058462
"Standard Cost per Litre","Europe","Glitterade","Retail","Actual",0.9897050,0.9897050,0.9897050,0.9897050,0.9897050,0.9897050,0.9897050,0.9897050,0.9897050,0.9897050,0.9897050,0.9897050,11.8764598
"Manufacturing Cost","Europe","Glitterade","Retail","Actual",23394.7365431,24564.4733702,25792.6970387,17546.0524073,18949.7365999,20465.7155279,22102.9727701,23871.2105917,15206.5787530,18247.8945036,21897.4734043,26276.9680852,258316.5095948
"Gross Margin","Europe","Glitterade","Retail","Actual",40727.0713098,42763.4248753,44901.5961191,30545.3034824,32988.9277609,35628.0419818,38478.2853404,41556.5481676,26472.5963514,31767.1156216,38120.5387460,45744.6464952,449694.0962514
"GM %","Europe","Glitterade","Retail","Actual",0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516,0.6351516
"Average Price","Europe","Glitterade","Retail","Actual",1.5708268,1.5708268,1.5708268,1.5708268,1.5708268,1.5708268,1.5708268,1.5708268,1.5708268,1.5708268,1.5708268,1.5708268,18.8499220
"Volume Litres","UK","Glitterade","Retail","Actual",24012.0106002,25212.6111303,26473.2416868,18009.0079502,19449.7285862,21005.7068731,22686.1634229,24501.0564968,15607.8068902,18729.3682682,22475.2419218,26970.2903062,265132.2341328
"Price per Litre","UK","Glitterade","Retail","Actual",1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,1.1441770,13.7301242
"Sales Revenue","UK","Glitterade","Retail","Actual",27473.9907328,28847.6902694,30290.0747829,20605.4930496,22253.9324936,24034.2470930,25956.9868605,28033.5458093,17858.0939763,21429.7127716,25715.6553259,30858.7863911,303358.2095560
"Standard Cost per Litre","UK","Glitterade","Retail","Actual",0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,0.6411337,7.6936041
"Manufacturing Cost","UK","Glitterade","Retail","Actual",15394.9086003,16164.6540303,16972.8867318,11546.1814502,12469.8759662,13467.4660435,14544.8633270,15708.4523932,10006.6905902,12008.0287082,14409.6344499,17291.5613398,169985.2036305
"Gross Margin","UK","Glitterade","Retail","Actual",12079.0821325,12683.0362391,13317.1880511,9059.3115994,9784.0565273,10566.7810495,11412.1235335,12325.0934162,7851.4033861,9421.6840634,11306.0208760,13567.2250512,133373.0059255
"GM %","UK","Glitterade","Retail","Actual",0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552,0.4396552
"Volume Litres","France","Glitterade","Retail","Actual",16808.4074202,17648.8277912,18531.2691807,12606.3055651,13614.8100103,14703.9948112,15880.3143961,17150.7395477,10925.4648231,13110.5577877,15732.6693453,18879.2032143,185592.5638929
"Price per Litre","France","Glitterade","Retail","Actual",1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,1.4226339,17.0716068
"Sales Revenue","France","Glitterade","Retail","Actual",23912.2102009,25107.8207110,26363.2117465,17934.1576507,19368.8902628,20918.4014838,22591.8736025,24399.2234907,15542.9366306,18651.5239567,22381.8287481,26858.1944977,264030.2729820
"Standard Cost per Litre","France","Glitterade","Retail","Actual",0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.0513729,0.6164747
"Manufacturing Cost","France","Glitterade","Retail","Actual",863.4964795,906.6713035,952.0048686,647.6223596,699.4321484,755.3867202,815.8176579,881.0830705,561.2727117,673.5272540,808.2327048,969.8792458,9534.4265244
"Gross Margin","France","Glitterade","Retail","Actual",23048.7137215,24201.1494075,25411.2068779,17286.5352911,18669.4581144,20163.0147635,21776.0559446,23518.1404202,14981.6639190,17977.9967027,21573.5960433,25888.3152519,254495.8464577
"GM %","France","Glitterade","Retail","Actual",0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889,0.9638889
"Volume Litres","World","BubbleBrew","Retail","Actual",282252.8789525,296365.5229001,311183.7990451,211689.6592144,228624.8319515,246914.8185076,266668.0039882,288001.4443073,183464.3713191,220157.2455829,264188.6946995,317026.4336394,3116537.7041076
"Price per Litre","World","BubbleBrew","Retail","Actual",11.8767531,11.8767531,11.8767531,11.8767531,11.8767531,11.8767531,11.8767531,11.8767531,11.8767531,11.8767531,11.8767531,11.8767531,142.5210370
"Sales Revenue","World","BubbleBrew","Retail","Actual",482570.7410623,506699.2781154,532034.2420212,361928.0557967,390882.3002605,422152.8842813,455925.1150238,492399.1242257,313670.9816905,376405.1780286,451686.2136343,542023.4563612,5328377.5705017
"Standard Cost per Litre","World","BubbleBrew","Retail","Actual",4.2556037,4.2556037,4.2556037,4.2556037,4.2556037,4.2556037,4.2556037,4.2556037,4.2556037,4.2556037,4.2556037,4.2556037,51.0672441
"Manufacturing Cost","World","BubbleBrew","Retail","Actual",189795.6619686,199285.4450671,209249.7173204,142346.7464765,153734.4861946,166033.2450902,179315.9046974,193661.1770732,123367.1802796,148040.6163355,177648.7396026,213178.4875232,2095657.4076289
"Gross Margin","World","BubbleBrew","Retail","Actual",292775.0790937,307413.8330484,322784.5247008,219581.3093203,237147.8140659,256119.6391911,276609.2103264,298737.9471526,190303.8014109,228364.5616931,274037.4740317,328844.9688380,3232720.1628728
"GM %","World","BubbleBrew","Retail","Actual",0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988,0.6066988
"Average Price","World","BubbleBrew","Retail","Actual",1.7097106,1.7097106,1.7097106,1.7097106,1.7097106,1.7097106,1.7097106,1.7097106,1.7097106,1.7097106,1.7097106,1.7097106,20.5165273
"Volume Litres","North America","BubbleBrew","Retail","Actual",96131.5436886,100938.1208730,105985.0269166,72098.6577664,77866.5503877,84095.8744188,90823.5443723,98089.4279220,62485.5033976,74982.6040771,89979.1248925,107974.9498710,1061450.9285835
"Price per Litre","North America","BubbleBrew","Retail","Actual",3.3473610,3.3473610,3.3473610,3.3473610,3.3473610,3.3473610,3.3473610,3.3473610,3.3473610,3.3473610,3.3473610,3.3473610,40.1683323
"Sales Revenue","North America","BubbleBrew","Retail","Actual",160893.4912538,168938.1658165,177385.0741073,120670.1184404,130323.7279156,140749.6261488,152009.5962408,164170.3639400,104580.7693150,125496.9231780,150596.3078136,180715.5693763,1776529.7335461
